Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars
902505354,2015-08-07,Weekend,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURMA & SR37N,39.314272,-86.511552,"39.314272,-86.511552",0
902505501,2015-08-07,Weekend,900,2-Car,No injury/unknown,UNSAFE BACKING,BELLE & HICKORY,39.16344,-86.58584,"39.16344,-86.58584",4
902505573,2015-08-01,Weekend,700,2-Car,No injury/unknown,UNSAFE BACKING,9TH & JACKSON,39.17017478,-86.53973209,"39.17017478,-86.53973209",40
902505679,2015-08-01,Weekend,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S LINCOLN,39.15416261,-86.531152,"39.15416261,-86.531152",30
902505741,2015-08-02,Weekday,1100,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ATWATER & JORDAN,39.16304983,-86.51638984,"39.16304983,-86.51638984",20
902505885,2015-08-02,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HILLSIDE & WOODLAWN,39.15072,-86.522496,"39.15072,-86.522496",5
902505886,2015-08-01,Weekend,0,2-Car,No injury/unknown,,6TH & MORTON,39.167664,-86.536,"39.167664,-86.536",42
902505999,2015-08-02,Weekday,1900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,10TH & JORDAN,39.171552,-86.515728,"39.171552,-86.515728",14
902506006,2015-08-02,Weekday,1900,2-Car,Incapacitating,UNSAFE LANE MOVEMENT,7TH & N WALNUT,39.16864,-86.533568,"39.16864,-86.533568",41
902506021,2015-08-02,Weekday,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FEE & NORTH JORDAN,39.18384,-86.5192,"39.18384,-86.5192",1
902506145,2015-08-03,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH SR 446,39.14213705,-86.52705713,"39.14213705,-86.52705713",2
902506146,2015-08-03,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & COLLEGE,39.168656,-86.534784,"39.168656,-86.534784",41
902506162,2015-08-03,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,N DUNN & SR4546E,39.186352,-86.528496,"39.186352,-86.528496",3
902506174,2015-08-03,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DIXIE & LINCOLN,39.156576,-86.53112,"39.156576,-86.53112",41
902506292,2015-08-03,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,MOORES & WINFIELD,39.150496,-86.501088,"39.150496,-86.501088",4
902506478,2015-08-03,Weekday,1900,Pedestrian,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,3RD & WOODLAWN,39.164352,-86.522592,"39.164352,-86.522592",42
902506571,2015-08-03,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,GRIMES & WOODLAWN,39.153344,-86.522512,"39.153344,-86.522512",24
902506825,2015-08-02,Weekday,400,2-Car,No injury/unknown,,MAYBURY MALL,39.13146481,-86.5807528,"39.13146481,-86.5807528",0
902506865,2015-08-04,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & SR46S,39.17202295,-86.5023153,"39.17202295,-86.5023153",5
902506914,2015-08-03,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,E ATWATER & S HIGHLAND,39.1632,-86.517584,"39.1632,-86.517584",29
902506956,2015-08-03,Weekday,1500,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,CHERRY & S FAIRFAX,39.09784,-86.5168,"39.09784,-86.5168",0
902506957,2015-08-02,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,BUNGER & SR45W,39.12848101,-86.6056907,"39.12848101,-86.6056907",0
902507180,2015-08-05,Weekday,1000,2-Car,No injury/unknown,IMPROPER LANE USAGE,E 10TH,39.17157747,-86.51808392,"39.17157747,-86.51808392",32
902507226,2015-08-05,Weekday,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & LINCOLN,39.171712,-86.530992,"39.171712,-86.530992",40
902507294,2015-08-05,Weekday,1400,Bus,No injury/unknown,UNSAFE BACKING,E 10TH,39.17161826,-86.5006487,"39.17161826,-86.5006487",5
902507348,2015-08-05,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,VERMILYA & WALNUT,39.148928,-86.53312,"39.148928,-86.53312",4
902507377,2015-08-05,Weekday,0,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,1216 W 11TH & MONROE,39.17323424,-86.54712718,"39.17323424,-86.54712718",31
902507438,2015-08-04,Weekday,300,2-Car,Incapacitating,LEFT OF CENTER,HARMONY & SR45W,39.111024,-86.638304,"39.111024,-86.638304",0
902507451,2015-08-06,Weekday,100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,EAST 12TH & NORTH WALNUT,39.174352,-86.533472,"39.174352,-86.533472",39
902507488,2015-08-06,Weekday,600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & SR46E,39.171648,-86.502096,"39.171648,-86.502096",5
902507527,2015-08-04,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S LIBERTY,39.145264,-86.577616,"39.145264,-86.577616",1
902507659,2015-08-06,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,10TH & DUNN,39.17168,-86.528256,"39.17168,-86.528256",40
902507661,2015-08-06,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,COVENANTER & S HIGH,39.15424,-86.508288,"39.15424,-86.508288",6
902507751,2015-08-03,Weekday,600,2-Car,No injury/unknown,UNSAFE BACKING,CURRY & VERNAL,39.17915985,-86.58308029,"39.17915985,-86.58308029",4
902507759,2015-08-06,Weekday,900,3+ Cars,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,10TH & UNION,39.171472,-86.509376,"39.171472,-86.509376",5
902507815,2015-08-03,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RAYLE & TAPP,39.13704,-86.577504,"39.13704,-86.577504",1
902507956,2015-08-04,Weekday,1700,1-Car,No injury/unknown,UNSAFE BACKING,N JOHNSON,39.16951242,-86.564992,"39.16951242,-86.564992",5
902508035,2015-08-07,Weekend,1000,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT,39.14572622,-86.53217956,"39.14572622,-86.53217956",4
902508036,2015-08-07,Weekend,800,2-Car,No injury/unknown,,E 4TH & S CLARK,39.165648,-86.5048,"39.165648,-86.5048",6
902508053,2015-08-07,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & DUNN,39.17904,-86.5284,"39.17904,-86.5284",34
902508058,2015-08-06,Weekend,2200,Moped/Motorcycle,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,7TH & JORDAN,39.168944,-86.516016,"39.168944,-86.516016",18
902508086,2015-08-06,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DILLMAN & SOUTH OLD STATE ROAD 37,39.092944,-86.544,"39.092944,-86.544",0
902508087,2015-08-06,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,W TAPP,39.13704,-86.572896,"39.13704,-86.572896",1
902508110,2015-08-06,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 7TH & SR46E,39.167648,-86.500096,"39.167648,-86.500096",6
902508111,2015-08-06,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CURRY & W 3RD,39.16463971,-86.58292002,"39.16463971,-86.58292002",5
902508112,2015-08-06,Weekend,2100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,PATTERSON,39.115248,-86.573504,"39.115248,-86.573504",0
902508259,2015-08-02,Weekday,0,2-Car,No injury/unknown,IMPROPER LANE USAGE,FLEENER & HASH,39.172656,-86.400688,"39.172656,-86.400688",0
902508260,2015-08-02,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL,39.16424,-86.4984,"39.16424,-86.4984",6
902508339,2015-08-01,Weekend,100,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,17TH & WALNUT,39.17904,-86.53163343,"39.17904,-86.53163343",34
